id,kepler_name,kepid,predicted_2022,class_2022,class_2025,probability,error
candidate_1922,K07913.01,8873450,0.0,CANDIDATE,CONFIRMED,1.1847496e-13,1
candidate_1924,K01404.01,8874090,1.0,CANDIDATE,CONFIRMED,0.99999976,0
candidate_1930,K04269.01,8890924,1.0,CANDIDATE,CONFIRMED,0.9999995,0
candidate_1932,K02224.01,8892157,1.0,CANDIDATE,CONFIRMED,0.9999987,0
candidate_1937,K04009.01,8934103,1.0,CANDIDATE,CONFIRMED,0.9999658,0
candidate_1955,K02169.01,9006186,0.0,CANDIDATE,CONFIRMED,0.11610336,1
candidate_1956,K02169.02,9006186,0.0,CANDIDATE,CONFIRMED,1.9919845e-14,1
candidate_1957,K02169.03,9006186,1.0,CANDIDATE,CONFIRMED,0.9998361,0
candidate_1964,K01616.01,9015738,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_1969,K03088.01,9020114,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_1974,K02564.01,9026749,1.0,CANDIDATE,CONFIRMED,0.99999654,0
candidate_1977,K00134.01,9032900,1.0,CANDIDATE,CONFIRMED,0.99991333,0
candidate_1981,K02257.01,9071593,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_1982,K02257.02,9071593,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2000,K04500.01,9100953,1.0,CANDIDATE,CONFIRMED,0.99998355,0
candidate_2001,K04500.02,9100953,1.0,CANDIDATE,CONFIRMED,0.9999434,0
candidate_2008,K03425.01,9117416,0.0,CANDIDATE,CONFIRMED,0.00017301018,1
candidate_2009,K03425.02,9117416,0.0,CANDIDATE,CONFIRMED,1.1571436e-07,1
candidate_2028,K02162.01,9205938,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2029,K02162.02,9205938,0.0,CANDIDATE,CONFIRMED,1.7600659e-20,1
candidate_2037,K02281.01,9221517,0.0,CANDIDATE,CONFIRMED,0.11433604,1
candidate_2051,K03410.01,9285265,1.0,CANDIDATE,CONFIRMED,0.99916565,0
candidate_2052,K03410.02,9285265,1.0,CANDIDATE,CONFIRMED,0.9999778,0
candidate_2064,K00935.01,9347899,1.0,CANDIDATE,CONFIRMED,0.9999999,0
candidate_2065,K00935.02,9347899,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2066,K00935.03,9347899,1.0,CANDIDATE,CONFIRMED,0.9999918,0
candidate_2068,K03348.01,9349757,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2100,K00423.01,9478990,1.0,CANDIDATE,CONFIRMED,0.9999999,0
candidate_2105,K02029.01,9489524,0.0,CANDIDATE,CONFIRMED,1.9874604e-05,1
candidate_2106,K02029.02,9489524,0.0,CANDIDATE,CONFIRMED,1.9600289e-07,1
candidate_2107,K02029.03,9489524,0.0,CANDIDATE,CONFIRMED,9.2563557e-10,1
candidate_2122,K04030.01,9551430,0.0,CANDIDATE,FALSE POSITIVE,3.6221884e-08,0
candidate_2132,K00115.01,9579641,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2133,K00115.02,9579641,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2143,K02612.01,9602613,1.0,CANDIDATE,CONFIRMED,0.9971642,0
candidate_2146,K00945.01,9605514,1.0,CANDIDATE,CONFIRMED,0.9999819,0
candidate_2147,K00945.02,9605514,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2150,K02037.01,9634821,0.0,CANDIDATE,CONFIRMED,2.0228065e-14,1
candidate_2154,K01498.01,9636135,1.0,CANDIDATE,CONFIRMED,0.9999918,0
candidate_2155,K01498.02,9636135,0.0,CANDIDATE,CONFIRMED,5.7127885e-09,1
candidate_2163,K02513.01,9653622,1.0,CANDIDATE,CONFIRMED,0.99999416,0
candidate_2182,K01751.01,9729691,1.0,CANDIDATE,CONFIRMED,0.9999999,0
candidate_2183,K01751.02,9729691,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2185,K01871.01,9758089,0.0,CANDIDATE,CONFIRMED,0.00102205,1
candidate_2186,K01871.02,9758089,1.0,CANDIDATE,CONFIRMED,0.99999964,0
candidate_2194,K03372.01,9785921,0.0,CANDIDATE,CONFIRMED,4.1892143e-09,1
candidate_2195,K03372.02,9785921,0.0,CANDIDATE,FALSE POSITIVE,0.0,0
candidate_2196,K07231.01,9790965,0.0,CANDIDATE,FALSE POSITIVE,1.9673227e-17,0
candidate_2201,K04192.01,9828127,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2211,K03028.01,9838804,0.0,CANDIDATE,FALSE POSITIVE,7.6811273e-19,0
candidate_2214,K02012.01,9839821,0.0,CANDIDATE,CONFIRMED,1.26022535e-08,1
candidate_2215,K02012.02,9839821,0.0,CANDIDATE,CONFIRMED,0.0,1
candidate_2220,K01815.01,9872283,1.0,CANDIDATE,CONFIRMED,0.999079,0
candidate_2226,K04383.01,9883606,1.0,CANDIDATE,CONFIRMED,0.98769045,0
candidate_2228,K02732.01,9886361,1.0,CANDIDATE,CONFIRMED,1.0,0
candidate_2229,K02732.02,9886361,1.0,CANDIDATE,CONFIRMED,0.99999857,0
candidate_2230,K02732.03,9886361,0.0,CANDIDATE,CONFIRMED,1.4371483e-06,1
candidate_2233,K02579.01,9896018,0.0,CANDIDATE,CONFIRMED,0.000436234,1
candidate_2234,K02579.02,9896018,1.0,CANDIDATE,CONFIRMED,0.9999387,0
candidate_2255,K00593.01,9958962,0.0,CANDIDATE,CONFIRMED,0.44225496,1
candidate_2256,K00593.02,9958962,0.0,CANDIDATE,CONFIRMED,0.0,1
candidate_2257,K00593.03,9958962,0.0,CANDIDATE,CONFIRMED,7.8984347e-17,1
candidate_2267,K02018.01,9973109,1.0,CANDIDATE,CONFIRMED,0.99999976,0
candidate_2269,K06214.01,9974142,0.0,CANDIDATE,FALSE POSITIVE,0.0,0
